LABEL,"SVC(C=0.1, gamma=1)",GaussianNB(),"LogisticRegression(C=10, solver='liblinear')",DecisionTreeClassifier(criterion='entropy'),RandomForestClassifier()
1059,False,False,,False,False,False
1060,False,False,,False,False,False
1061,False,False,,False,False,False
1062,False,False,,False,False,False
1063,False,False,,False,False,False
1064,False,False,,False,False,False
1065,False,False,,False,False,False
1066,False,False,,False,False,False
1067,False,False,,False,False,False
1068,False,False,,False,False,False
1069,False,False,,False,False,False
1070,False,False,,False,False,False
1071,False,False,,False,False,False
1072,False,False,,False,False,False
1073,False,False,,False,False,False
1074,False,False,,False,False,False
1075,False,False,,False,False,False
1076,False,False,,False,False,False
1077,False,False,,False,False,False
1078,False,False,,False,False,False
1079,False,False,,False,False,False
1080,False,False,,False,False,False
1081,False,False,,False,False,False
1082,False,False,,False,False,False
1083,False,False,,False,False,False
1084,False,False,,True,False,False
1085,False,False,,False,False,False
1086,False,False,,False,False,False
1087,False,False,,False,False,False
1088,False,False,,False,False,False
1089,False,False,,False,False,False
1090,False,False,,False,False,False
1091,False,False,,False,False,False
1092,False,False,,False,False,False
1093,False,False,,False,False,False
1094,False,False,,False,False,False
1095,False,False,,False,False,False
1096,False,False,,False,False,False
1097,False,False,,False,False,False
1098,False,False,,False,False,False
1099,False,False,,False,False,False
1100,False,False,,False,False,False
1101,False,False,,False,False,False
1102,False,False,,False,False,False
1103,False,False,,False,False,False
1104,False,False,,False,False,False
1105,False,False,,False,False,False
1106,False,False,,False,False,False
1107,False,False,,False,False,False
1108,False,False,,False,False,False
1109,False,False,,False,False,False
1110,False,False,,False,False,False
1111,False,False,,False,False,False
1112,False,False,,False,False,False
1113,False,False,,False,False,False
1114,False,False,,False,False,False
1115,False,False,,False,False,False
1116,False,False,,False,False,False
1117,False,False,,False,False,False
1118,False,False,,False,False,False
1119,False,False,,False,False,False
1120,False,False,,False,False,False
1121,False,False,,False,False,False
1122,False,False,,False,False,False
1123,False,False,,False,False,False
1124,False,False,,False,False,False
1125,False,False,,False,False,True
1126,False,False,,False,False,False
1127,False,False,,False,False,True
1128,False,False,,True,False,True
1129,False,False,,False,False,False
1130,False,False,,False,False,False
1131,False,False,,False,False,False
1132,False,False,,False,False,False
1133,False,False,,False,False,False
1134,False,False,,False,False,False
1135,False,False,,False,False,False
1136,False,False,,False,False,False
1137,False,False,,False,False,False
1138,False,False,,False,False,False
1139,True,False,,True,True,True
1140,False,False,,False,False,False
1141,False,False,,False,False,False
1142,False,False,,False,False,False
1143,False,False,,False,False,False
1144,False,False,,False,False,False
1145,False,False,,False,False,False
1146,False,False,,False,False,False
1147,False,False,,False,False,False
1148,False,False,,False,False,False
1149,False,False,,False,False,False
1150,False,False,,False,False,False
1151,False,False,,False,False,False
1152,False,False,,False,False,False
1153,False,False,,False,False,False
1154,False,False,,False,False,True
1155,False,False,,False,False,False
1156,False,False,,False,False,False
1157,False,False,,False,False,False
1158,False,False,,False,False,False
1159,False,False,,False,False,False
1160,False,False,,False,False,False
1161,False,False,,False,False,False
1162,False,False,,False,False,False
1163,False,False,,False,False,False
1164,False,False,,False,False,False
1165,False,False,,False,False,False
1166,False,False,,False,False,False
1167,False,False,,False,False,False
1168,False,False,,False,False,False
1169,False,False,,False,False,False
1170,False,False,,False,False,False
1171,False,False,,False,False,False
1172,False,False,,False,False,False
1173,False,False,,False,False,False
1174,False,False,,False,False,False
1175,False,False,,False,False,False
1176,False,False,,False,False,False
1177,False,False,,False,False,False
1178,False,False,,False,False,False
1179,False,False,,False,False,False
1180,False,False,,False,False,False
1181,False,False,,False,False,False
1182,False,False,,False,False,False
1183,False,False,,False,False,False
1184,False,False,,False,False,False
1185,False,False,,False,False,False
1186,False,False,,False,False,False
1187,False,False,,False,False,False
1188,False,False,,False,False,False
1189,False,False,,False,False,False
1190,False,False,,False,False,False
1191,False,False,,False,False,False
1192,False,False,,False,False,False
1193,False,False,,False,False,False
1194,False,False,,False,False,False
1195,False,False,,False,False,True
1196,False,False,,False,False,False
1197,False,False,,False,False,False
1198,False,False,,False,False,False
1199,False,False,,False,False,False
1200,False,False,,False,False,False
1201,False,False,,False,False,False
1202,False,False,,False,False,False
1203,False,False,,False,False,False
1204,False,False,,False,False,False
1205,False,False,,False,False,False
1206,False,False,,False,False,False
1207,False,False,,False,False,False
1208,False,False,,False,False,False
1209,False,False,,False,False,False
1210,False,False,,False,False,False
1211,False,False,,False,False,False
1212,False,False,,False,False,False
1213,False,False,,False,False,False
1214,False,False,,False,False,False
1215,False,False,,False,False,False
1216,False,False,,False,False,False
1217,False,False,,False,False,False
1218,False,False,,True,False,False
1219,False,False,,False,False,False
1220,False,False,,False,False,False
1221,False,False,,False,False,False
1222,False,False,,False,False,False
1223,False,False,,False,False,False
1224,False,False,,False,False,False
1225,False,False,,False,False,False
1226,False,False,,False,False,False
1227,False,False,,False,False,False
1228,False,False,,False,False,False
1229,False,False,,False,False,False
1230,False,False,,False,False,False
1231,False,False,,False,False,False
1232,False,False,,False,False,False
1233,False,False,,False,False,False
1234,False,False,,False,False,False
1235,False,False,,False,False,False
1236,False,False,,False,False,False
1237,False,False,,False,False,False
1238,False,False,,False,False,False
1239,False,False,,False,False,False
1240,False,False,,False,False,False
1241,False,False,,False,False,False
1242,False,False,,False,False,False
1243,False,False,,False,False,False
1244,False,False,,False,False,False
1245,False,False,,False,False,False
1246,False,False,,False,False,False
1247,False,False,,False,False,False
1248,False,False,,False,False,False
1249,False,False,,False,False,False
1250,False,False,,False,False,False
1251,False,False,,False,False,False
1252,False,False,,False,False,False
1253,False,False,,False,False,False
1254,False,False,,False,False,False
1255,False,False,,False,False,False
1256,False,False,,False,False,False
1257,False,False,,False,False,False
1258,False,False,,False,False,False
1259,False,False,,False,False,False
1260,False,False,,False,False,False
1261,False,False,,False,False,False
1262,False,False,,False,False,False
1263,False,False,,False,False,False
1264,False,False,,False,False,False
1265,False,False,,True,False,False
1266,False,False,,False,False,False
1267,False,False,,False,False,False
1268,False,False,,False,False,False
1269,False,False,,False,False,False
1270,False,False,,False,False,False
1271,False,False,,False,False,False
1272,False,False,,False,False,False
1273,False,False,,False,False,False
1274,False,False,,False,False,False
1275,False,False,,False,False,False
1276,False,False,,False,False,False
1277,False,False,,False,False,False
1278,False,False,,False,False,True
1279,False,False,,False,False,False
1280,False,False,,False,False,False
1281,False,False,,False,False,False
1282,False,False,,False,False,False
1283,False,False,,False,False,False
1284,False,False,,False,False,False
